PIXEL_INDEX,H,Mg,Al,Si,Ca,Ti,Fe,K,Th,U,Sm,Gd,O,MIN_LAT (deg),MAX_LAT(deg),MAX_LON deg,MIN_LON deg
1497,4.442932040936319e-05,0.019505466,0.090314406,0.1984966325149074,0.1553474515817621,0.001392977,0.034131127,0.000335596,8.28661207160631e-07,2.25299012212058e-07,9.2612471105122e-07,1.203962124366586e-06,0.5004287302465754,42.5,47.5,-114,-120
1498,2.54527008299704e-05,0.03144675,0.091597308,0.1803305594301677,0.1588811148271111,0.000135212,0.030386193,0.000361267,7.991624391736831e-07,2.172575083793035e-07,1.082555863289021e-06,1.4073226222757278e-06,0.5068326373235195,42.5,47.5,-108,-114
1499,2.8365278758556416e-05,0.036580315,0.094348488,0.1971930165089021,0.1591019127224294,0,0.030337081,0.000441979,9.0664004175847e-07,2.465573074965632e-07,1.0343989923701804e-06,1.3447186900812343e-06,0.4819653090587269,42.5,47.5,-102,-108
1500,4.784116013989061e-05,0.045719857,0.090723516,0.1934829347587112,0.1685896378235721,0.000988348,0.036943686,0.000589521,1.3175681786153725e-06,3.58731122227852e-07,1.051535432363686e-06,1.3669960620727918e-06,0.4629105631315093,42.5,47.5,-96,-102
1501,5.541079091998836e-05,0.044408026,0.086340034,0.1828589958778282,0.1594187716267943,0.002648652,0.037875075,0.000765078,1.6337266468815476e-06,4.451058503705513e-07,2.494110251587989e-06,3.242343327064387e-06,0.4856221406370014,42.5,47.5,-90,-96
1502,5.66298619633547e-05,0.04025762,0.097643821,0.1961660595633905,0.1429931344846052,0.002897398,0.043150206,0.00110755,2.583576742383873e-06,7.043415106038588e-07,4.098409960100941e-06,5.327932948131223e-06,0.4757148672303906,42.5,47.5,-84,-90
1503,6.794018483767754e-05,0.062135405,0.083628779,0.2005364046662715,0.1590772660676717,0.003925565,0.060671263,0.001560393,3.737704148327705e-06,1.0193738586348285e-06,6.998507366332153e-06,9.098059576231796e-06,0.4283761301319916,42.5,47.5,-78,-84
1504,6.131268439655039e-05,0.095060909,0.064999394,0.2280859498645606,0.1722124889655206,0.011800555,0.120471837,0.001788211,5.181653343525297e-06,1.413398656092176e-06,5.16588963167801e-06,6.715656521181414e-06,0.3055008658569232,42.5,47.5,-72,-78
1505,7.012194559432465e-05,0.065219438,0.06325327,0.211313999,0.1426953909766671,0.013857982,0.1327289978374883,0.001592172,4.452585234712119e-06,1.214402608162534e-06,4.917786566323286e-06,6.393122536220273e-06,0.3692516508640754,42.5,47.5,-66,-72
1506,5.972200304597336e-05,0.062214773,0.048039226,0.1643729,0.1228346667281569,0.008625281,0.12252519,0.001368769,3.4414124988893524e-06,9.385923571000004e-07,5.270985438226076e-06,6.8522810696939e-06,0.4699429694276401,42.5,47.5,-60,-66
1507,4.9326176928943645e-05,0.056465223,0.034017854,0.1722543000209719,0.1207158498080493,0.018975438,0.1266141417520037,0.001550395,4.3410867329561295e-06,1.1842020294412812e-06,9.41536882467854e-06,1.22399794720821e-05,0.4693302915439851,42.5,47.5,-54,-60
1508,3.40162991720634e-05,0.038699179,0.059334748,0.2030611416775894,0.1486324060501448,0.021843079,0.1471315413353585,0.002932656,7.334944265108025e-06,2.001294795060173e-06,1.0183694706663034e-05,1.323880311866195e-05,0.3782984735465091,42.5,47.5,-48,-54
1509,7.210338628068253e-05,0.046444329,0.052299091,0.1430301560280582,0.1455491278038548,0.015896377,0.1020903930041449,0.00259483,7.063406066371341e-06,1.92747139333229e-06,1.803704983850704e-05,2.344816479005916e-05,0.4919731179729808,42.5,47.5,-42,-48
1510,7.743769894963447e-05,0.061787907,0.062531843,0.1724045597650249,0.1441033876792692,0.007276127,0.094212117,0.002625486,6.886039598358484e-06,1.8789598600848007e-06,1.5764345430201848e-05,2.04936490592624e-05,0.4549361120558176,42.5,47.5,-36,-42
1511,2.427190155613848e-05,0.065536801,0.05395998,0.1584587672723126,0.1180176261475315,0.013509887,0.109285913,0.001954553,4.951636932155537e-06,1.3508372118715438e-06,8.78524343123567e-06,1.1420816460606372e-05,0.4792256912044706,42.5,47.5,-30,-36
1512,3.740585265867139e-05,0.081743527,0.056394315,0.1807427673003497,0.1222480005739175,0.017568613,0.1407866508878864,0.00192417,4.823877388457871e-06,1.3158542941288225e-06,6.541996199481729e-06,8.50459505932625e-06,0.3985333642286841,42.5,47.5,-24,-30
1513,5.603294417821119e-05,0.05399103,0.043091974,0.1863563694873297,0.1315495504582395,0.024692013,0.1694335761642269,0.001732234,4.526909113340972e-06,1.2347288986355858e-06,1.8158505434206557e-08,2.3606057064468526e-08,0.3890914168892153,42.5,47.5,-18,-24
1514,4.494188792964964e-05,0.056090481,0.038810547,0.1684049498171946,0.125632446,0.017718894,0.1320793315122508,0.001435162,3.661860394850789e-06,9.98740948171989e-07,4.961969313182207e-06,6.450560107136872e-06,0.4597671726715071,42.5,47.5,-12,-18
1515,4.900498590354242e-05,0.072766044,0.043525047,0.1628800298640504,0.1364179951829012,0.012519735,0.1171788928913333,0.001504028,3.836939192627892e-06,1.0464980928521375e-06,6.617789361800983e-06,8.603126170341279e-06,0.4531391186462393,42.5,47.5,-6,-12
1516,5.715507706366978e-05,0.060791306,0.046292007,0.1727497646203487,0.1428288215546558,0.011294183,0.09943426,0.001841752,4.582551337337197e-06,1.2500630464563029e-06,1.0200696829023896e-05,1.3260905877731064e-05,0.4646814569419478,42.5,47.5,0,-6
1517,6.264457217786881e-05,0.047672146,0.056101905,0.1674626485347367,0.1705663264255898,0.010250265,0.083979304,0.002031357,5.3367626890817175e-06,1.456017468242416e-06,1.3353362406954815e-05,1.735937112904127e-05,0.4618358982749847,42.5,47.5,6,0
1518,4.643366598774212e-05,0.048737407,0.062249144,0.1666865273938034,0.1721286313791309,0.006112974,0.073027647,0.001785164,4.6385318699222e-06,1.2654529855481608e-06,1.0051585547044068e-05,1.3067061211157288e-05,0.4691970490709056,42.5,47.5,12,6
1519,3.736532015981579e-05,0.067909996,0.09214245,0.1566742383156918,0.1181084471324697,0.006806527,0.05507457,0.001428717,3.6884511186370186e-06,1.0060957403815744e-06,8.921473014233659e-06,1.1597914918503756e-05,0.5017924752651342,42.5,47.5,18,12
1520,5.581828631297201e-05,0.050709489,0.065846766,0.1776062185260758,0.1326342851240823,0.00571614,0.07395103,0.00126541,3.1943465517196863e-06,8.711652948871769e-07,7.953053209802372e-06,1.0338969172743083e-05,0.4921924845827673,42.5,47.5,24,18
1521,3.9987665028021694e-05,0.047685682,0.060561957,0.1659409290343786,0.1333712661091789,0.008223544,0.079444624,0.001018358,2.4219792245561647e-06,6.603514548081482e-07,6.355745280547734e-06,8.262468864712051e-06,0.5036959512776793,42.5,47.5,30,24
1522,3.571491684009476e-05,0.044569271,0.05524576,0.1749252126693981,0.1344812739428663,0.00753748,0.076274809,0.000922275,2.08216867282249e-06,5.675586028532947e-07,5.404482853068632e-06,7.025827708989221e-06,0.5059931231048065,42.5,47.5,36,30
1523,5.270914722965126e-05,0.081513191,0.085276731,0.1762796465115693,0.1343575305527669,0.001873991,0.068810499,0.000977119,2.3523959007597166e-06,6.412496470461629e-07,4.982736126575197e-06,6.4775569645477565e-06,0.4508441285548521,42.5,47.5,42,36
1524,5.250140234434687e-05,0.045196927,0.065280312,0.1823522419391347,0.1210847957667095,0.006155498,0.056526957,0.000811811,1.955574931985609e-06,5.330070650337376e-07,3.694970022413583e-06,4.803461029137658e-06,0.5225279692559769,42.5,47.5,48,42
1525,5.02937356464054e-05,0.049790683,0.06679783,0.199740206,0.1566819454754839,0.002445671,0.059953096,0.000789547,1.8837597510474576e-06,5.133259291937689e-07,4.143042062968214e-06,5.385954681858676e-06,0.4637388020353702,42.5,47.5,54,48
1526,4.883969251646495e-05,0.039478781,0.086865683,0.1801549751289759,0.1499885907382512,0.003524309,0.061036855,0.000871156,1.588092269143958e-06,4.3259837400497926e-07,3.632208595413802e-06,4.721871174037941e-06,0.4780204355690608,42.5,47.5,60,54
1527,5.3353547436838335e-05,0.05380804,0.097624409,0.1941026102954436,0.1416005500801136,0.00325059,0.051983395,0.000762052,1.5112808107814583e-06,4.115873354281383e-07,3.371854332652713e-06,4.383410632448527e-06,0.4568053214466648,42.5,47.5,66,60
1528,4.430004114982178e-05,0.059879935,0.078633449,0.1811843079555729,0.1433653305448272,0.002187519,0.04977352,0.000488948,1.254226073076305e-06,3.414689689364649e-07,3.68071935143996e-06,4.784935156871947e-06,0.4844326280941636,42.5,47.5,72,66
1529,5.624736087363496e-05,0.040085632,0.1007875812521753,0.1937900103452677,0.1458971886704027,0.002892419,0.039084741,0.000516041,1.2034711198264174e-06,3.27570344813003e-07,2.495283387833569e-06,3.2438684041836386e-06,0.4768828692399421,42.5,47.5,78,72
1530,5.142809320913444e-05,0.032319394,0.078258773,0.1937262953402085,0.1567294628643129,0.003344381,0.037728501,0.000515617,1.053484673723957e-06,2.866677997322156e-07,2.060972258481123e-06,2.67926393602546e-06,0.4973200680901604,42.5,47.5,84,78
1531,6.0059824355085166e-05,0.044460031,0.093145788,0.1761886839631939,0.1444908075515727,0.003134932,0.035802844,0.000495452,8.88209945437132e-07,2.415638346976634e-07,1.978461266947362e-06,2.571999647031569e-06,0.5022157212906856,42.5,47.5,90,84
1532,7.641018588239451e-05,0.04966719,0.1104466796399556,0.1952783022762269,0.1299746019033017,0.001945778,0.033205975,0.000423635,9.515940630444144e-07,2.587919230405011e-07,1.702574502940798e-06,2.213346853823037e-06,0.478976302,42.5,47.5,96,90
1533,3.623401496578204e-05,0.040663077,0.088801753,0.192426672,0.1312811137896374,0.00252583,0.031778141,0.000333932,7.525485880158806e-07,2.045148367998314e-07,1.962865890252337e-06,2.551725657328037e-06,0.5121477752606229,42.5,47.5,102,96
1534,5.2387102621782144e-05,0.038062723,0.07166573,0.1914195927893518,0.151051156,0.002745547,0.037351298,0.000313969,7.22771168654276e-07,1.9640132434570027e-07,8.932947651992829e-07,1.1612831947590675e-06,0.5073346227800757,42.5,47.5,108,102
1535,1.9763165121196105e-05,0.027683839,0.075947471,0.1798040888321684,0.1449387148257387,0.000587051,0.036086705,0.00043599,6.213570790149825e-07,1.6876567610509056e-07,1.4844369536175923e-06,1.929768039702871e-06,0.5344921720640397,42.5,47.5,114,108
1536,3.7366649109408735e-05,0.025530504,0.094064427,0.1794216587063264,0.1461527911068078,0.002960263,0.031253267,0.000425539,5.672150070442046e-07,1.539510685543715e-07,1.1795678048483314e-06,1.533438146302831e-06,0.5201507494732975,42.5,47.5,120,114
1537,3.287978003822013e-05,0.024133149,0.093812964,0.172594536,0.1731201511366676,0.002018567,0.026301275,0.000427266,5.293773779602679e-07,1.4361788053575318e-07,1.137469439504932e-06,1.4787102713564116e-06,0.5075559228816247,42.5,47.5,126,120
1538,2.0297735697774168e-05,0.032754956,0.064923029,0.1861965766840101,0.1637569132902559,0,0.035306407,0.000304086,5.469846889126496e-07,1.4846457261260756e-07,1.199804402998305e-06,1.5597457238977967e-06,0.5167342793682405,42.5,47.5,132,126
1539,3.460147234403957e-05,0.021624957,0.082409882,0.2104204995171106,0.1707094735196263,0.001534049,0.029293705,0.000455681,6.602438534468099e-07,1.792986294199849e-07,9.404175583027536e-07,1.2225428257935805e-06,0.4835141487705475,42.5,47.5,138,132
1540,1.6928099398350595e-05,0.031193341,0.077344838,0.1747388737802717,0.157564254,0.002599372,0.033896103,0.000306121,5.258756595166256e-07,1.4269823679648028e-07,1.4231860547541816e-06,1.8501418711804365e-06,0.5223362270818915,42.5,47.5,144,138
1541,4.951505516200543e-05,0.032212353,0.098806637,0.1996388834304195,0.1692291580496567,0.000704271,0.037915462,0.000370739,5.037012437647973e-07,1.365283906579241e-07,1.995074111674784e-07,2.59359634517722e-07,0.4610718822408262,42.5,47.5,150,144
1542,2.8970444017393977e-05,0.013582453,0.083944525,0.1792108226501479,0.1613668132759046,0.00440249,0.03620908,0.000406306,3.406017574446811e-07,9.209097146336145e-08,5.049711489378412e-07,6.564624936191936e-07,0.5208469465050602,42.5,47.5,156,150
1543,7.376676022605321e-05,0.02061447,0.086766813,0.2018329446254399,0.1693782251806432,0.002139245,0.040569972,0.00050279,3.1782259345274134e-07,8.582125938478924e-08,0,0,0.4781213700598583,42.5,47.5,162,156
1544,5.828042245000953e-05,0.043283263,0.096167582,0.2196289253786411,0.1794924015030997,0.000736935,0.0413547,0.000363487,5.935896439461496e-07,1.6098354178471224e-07,0,0,0.4189136711449676,42.5,47.5,168,162
1545,6.267176172794626e-05,0.035942543,0.1010365896069133,0.1906440589591503,0.1578102587073255,0,0.035722969,0.000346196,6.118393298856208e-07,1.660571989540632e-07,1.171663612707944e-06,1.523162696520327e-06,0.4784312405806226,42.5,47.5,174,168
1546,7.099212891718257e-05,0.04373836,0.093313678,0.1944457984797099,0.1340579289347199,0,0.03076889,6.99782012260348e-05,5.83762372667252e-07,1.5842610362233384e-07,5.432821907113106e-07,7.062668479247038e-07,0.5035323821255341,42.5,47.5,180,174
1547,2.9916233251269868e-05,0.018837481,0.079091821,0.1640638479354513,0.146660186,0.001338267,0.025816634,0.000276286,3.197862310421446e-07,8.648518162985128e-08,6.600445820560733e-07,8.580579566728955e-07,0.5638836368411505,47.5,52.5,-172.5,-180
1548,4.236203375094364e-05,0.029275359,0.068554531,0.1760312638157452,0.1693963677966003,0.001585605,0.032099013,0.000159971,3.4292604155577225e-07,9.275726581695417e-08,3.93433656885019e-07,5.114637539505245e-07,0.5228541871703571,47.5,52.5,-165,-172.5
1549,5.0898125695780376e-05,0.036027054,0.081115894,0.2001159009254781,0.1466371957287246,0.001863695,0.03488912,0.000276471,2.777049883113204e-07,7.486414593277074e-08,7.760777856035082e-07,1.0089011212845604e-06,0.4990216341852009,47.5,52.5,-157.5,-165
1550,3.614181648272456e-05,0.039826928,0.093216662,0.201762922,0.1437036283233426,3.137503881995069e-05,0.033000887,3.504587065078676e-05,3.821886387868679e-07,1.0336781493281445e-07,1.262487621140856e-06,1.641233907483113e-06,0.4883830214764517,47.5,52.5,-150,-157.5
1551,5.306931463278325e-05,0.019917328,0.090107601,0.1983331855571891,0.135642839,0.001581029,0.035907445,0.000305588,5.031001247836913e-07,1.364309808851998e-07,9.315559062268876e-07,1.2110226780949537e-06,0.5181491320580043,47.5,52.5,-142.5,-150
1552,6.918433220782763e-05,0.027487155,0.085603903,0.1881520299230015,0.1721025551178757,0.001640349,0.033648802,0.000357658,5.3492324200768e-07,1.4509447945791136e-07,5.1181101320169047e-08,6.653543171621974e-08,0.4909375667161092,47.5,52.5,-135,-142.5
1553,5.512334331529496e-05,0.026332485,0.1037247020939456,0.1990950114544781,0.1519132952087564,0.001115303,0.031519919,0.000217789,6.491105275964323e-07,1.7623493864211498e-07,0,0,0.4860255460905783,47.5,52.5,-127.5,-135
1554,2.5670170606574342e-05,0.039563851,0.069960646,0.1976184845454334,0.1654071324438854,0,0.034499565,0.000207458,6.19070436096011e-07,1.6809586969613405e-07,4.989916114703366e-07,6.486890949114378e-07,0.4927152578215392,47.5,52.5,-120,-127.5
1555,4.873006143941843e-05,0.032060538,0.092120859,0.2032999314441252,0.1442594553645722,0.002940118,0.029570457,0.000258774,9.118384727970348e-07,2.4798327436240685e-07,2.898132064868192e-07,3.7675716843286506e-07,0.4954393114872103,47.5,52.5,-112.5,-120
1556,4.524288334480767e-05,0.030770509,0.097691605,0.1820270452283712,0.1472460367328518,0.002130785,0.033645042,0.00046871,1.051037206149154e-06,2.859963916608029e-07,1.88856205748723e-06,2.455130674733399e-06,0.5059693435620636,47.5,52.5,-105,-112.5
1557,4.139378382073799e-05,0.037955695,0.08812928,0.1922147710863348,0.1553794415921573,0.003818139,0.033442235,0.000529711,1.3893061655235934e-06,3.783229759153538e-07,2.7125900200766348e-06,3.5263670260996253e-06,0.4884813269777628,47.5,52.5,-97.5,-105
1558,4.170724834440551e-05,0.036456304,0.099543583,0.2108888659511907,0.1645515795647538,0,0.035876023,0.000948035,1.717042611378322e-06,4.677474666645758e-07,4.270709546503118e-06,5.551922410454054e-06,0.451681894,47.5,52.5,-90,-97.5
1559,4.2370110855201215e-05,0.033944807,0.096511452,0.176488801,0.1338595023081787,0.003329729,0.040662191,0.001105925,2.1704091298976863e-06,5.916326363989168e-07,4.793336690638884e-06,6.23133769783055e-06,0.5140414359560657,47.5,52.5,-82.5,-90
1560,6.362064566522063e-05,0.05499383,0.068304513,0.1785720828969117,0.1455915751430368,0.006269144,0.05974747,0.001161145,3.2384373030892185e-06,8.831987600577225e-07,7.755677107896766e-06,1.0082380240265792e-05,0.4852746587806409,47.5,52.5,-75,-82.5
1561,8.045111150316318e-05,0.058925201,0.054295344,0.2039494739511884,0.1886843465967407,0.011484655,0.1137021935989009,0.001849231,5.116683877665687e-06,1.3958071325572186e-06,1.033773074358344e-05,1.343904996665847e-05,0.3669988142203966,47.5,52.5,-67.5,-75
1562,4.098083608169963e-05,0.049081928,0.03993086,0.172080886,0.1414142386967357,0.010945313,0.096491072,0.001430892,3.983261268903834e-06,1.0865545612961567e-06,9.295315689802765e-06,1.2083910396743594e-05,0.4885573811547785,47.5,52.5,-60,-67.5
1563,3.97729797229181e-05,0.062690672,0.056394783,0.170000886,0.1265262266417597,0.012932984,0.1183529267199248,0.001878221,5.153414103055929e-06,1.405891008960604e-06,9.38669602842296e-06,1.220270483694985e-05,0.4511553783553411,47.5,52.5,-52.5,-60
1564,3.646640962424608e-05,0.054052258,0.046858687,0.2044260888287562,0.1574198875152578,0.020624011,0.1265214374194565,0.002566089,7.084714321319621e-06,1.9330886874140974e-06,8.552011010384562e-06,1.111761431349993e-05,0.3874663871486246,47.5,52.5,-45,-52.5
1565,4.639482236736637e-05,0.067675216,0.061829107,0.1569881144627396,0.1680567255006338,0.010131602,0.092490688,0.002612467,7.355016340873422e-06,2.007033022245187e-06,1.7399162501283182e-05,2.2618911251668144e-05,0.4401203056562899,47.5,52.5,-37.5,-45
1566,7.687080221137896e-05,0.067347463,0.087199679,0.1682303446228335,0.1402163421307931,0.005467454,0.086758488,0.002974096,7.640576651824064e-06,2.0849403740944445e-06,1.980185943707904e-05,2.5742417268202743e-05,0.441673992,47.5,52.5,-30,-37.5
1567,9.487488460882136e-05,0.052002052,0.067931003,0.1748832584598061,0.1364286591642303,0.010272829,0.099159965,0.002880069,7.362189214041847e-06,2.008967582140749e-06,1.7506652156482905e-05,2.2758647803427777e-05,0.4562976535445913,47.5,52.5,-22.5,-30
1568,6.78425757094052e-05,0.0594354,0.045269605,0.1776767177272268,0.1649434168520936,0.011535556,0.1145904154620679,0.002376798,6.257256713863909e-06,1.7072745141860356e-06,1.322781519460908e-05,1.7196159752991803e-05,0.4240658599959277,47.5,52.5,-15,-22.5
1569,4.954670274370113e-05,0.074037034,0.052402638,0.1720898990801286,0.1458319949400879,0.009961614,0.096456811,0.001884551,5.063941526074833e-06,1.3815614121767682e-06,1.1648477055187895e-05,1.5143020171744268e-05,0.4472526742358506,47.5,52.5,-7.5,-15
1570,7.975345454893572e-05,0.07138352,0.063096678,0.1662300302156297,0.1391440683456693,0.005908126,0.090112091,0.001935072,5.2103048181057625e-06,1.421562716163442e-06,1.2073018287553178e-05,1.5694923773819133e-05,0.4620762618070845,47.5,52.5,0,-7.5
1571,6.349258792727752e-05,0.063881245,0.05112852,0.1761294078449812,0.1434183880846614,0.008059327,0.082589333,0.001936109,5.071616989108047e-06,1.38366520108236e-06,1.0163688312780332e-05,1.3212794806614433e-05,0.4727643467281512,47.5,52.5,7.5,0
1572,2.8896723748063585e-05,0.057039106,0.052603526,0.1834419537909264,0.1261954188471366,0.006420763,0.098412869,0.001659384,4.223590765423439e-06,1.1520820942468006e-06,1.128504988024075e-05,1.4670564844312977e-05,0.4741667513675415,47.5,52.5,15,7.5
1573,3.449390200929744e-05,0.06432958,0.075399101,0.1716880846500997,0.1218086016524675,0.007487222,0.077845668,0.00148007,3.509750352979177e-06,9.572130575212907e-07,1.0065872919728362e-05,1.3085634795646872e-05,0.4798995607865042,47.5,52.5,22.5,15
1574,4.798283838724905e-05,0.051939241,0.073603068,0.1885003934205393,0.1126836556898967,0.009004042,0.089741207,0.001320098,3.216462278081506e-06,8.771112854363756e-07,7.114029007575714e-06,9.248237709848428e-06,0.4731398564536845,47.5,52.5,30,22.5
1575,4.8795453947741575e-05,0.06119207,0.07167819,0.1779210512177362,0.1248166795550929,0.00673741,0.08120117,0.001136838,2.541825936578096e-06,6.929906440496162e-07,5.842093098720171e-06,7.594721028336223e-06,0.4752511244080817,47.5,52.5,37.5,30
1576,4.178053143415574e-05,0.057180953,0.081307054,0.1622346974386308,0.1361162186899012,0.004148493,0.061830852,0.000947187,2.5251260681153645e-06,6.884831364679174e-07,6.13135921593149e-06,7.970766980710939e-06,0.4961754489654751,47.5,52.5,45,37.5
1577,3.902098785852401e-05,0.044854545,0.070895041,0.1749291771566234,0.1353308676002436,0.004118775,0.054498749,0.000872307,1.759763451004685e-06,4.795635702869244e-07,4.601865728010305e-06,5.982425446413396e-06,0.5144486929676954,47.5,52.5,52.5,45
1578,5.2768687032327486e-05,0.048267712,0.081507544,0.1829623117696056,0.1335384831479233,0.003925267,0.057825454,0.000720929,1.5412272199647448e-06,4.1982426546765814e-07,4.428060735550912e-06,5.756478956216183e-06,0.491187385,47.5,52.5,60,52.5
1579,6.267130344530748e-05,0.042971446,0.095301042,0.1878853442090716,0.1275382149281157,0.00421213,0.044611018,0.000740171,1.3906618183316414e-06,3.7868659680188635e-07,4.059884278877108e-06,5.27784956254024e-06,0.4966668558199102,47.5,52.5,67.5,60
1580,6.027873887239376e-05,0.047637099,0.090638831,0.1931930830934327,0.1496144366799031,0.001121848,0.043716809,0.000607647,1.1249169666292694e-06,3.0613297322328417e-07,4.139867279751403e-06,5.381827463676827e-06,0.4733990150524765,47.5,52.5,75,67.5
1581,4.587510098769152e-05,0.037899683,0.085734747,0.1776416420425065,0.1428410394454599,0.002611015,0.040360948,0.000506363,1.2484285389189765e-06,3.399180419152162e-07,3.6123332972430338e-06,4.696033286415944e-06,0.5123487892970472,47.5,52.5,82.5,75
1582,4.520247235096437e-05,0.054283493,0.091560578,0.1947642047665564,0.1358245665196442,0.002479908,0.034975237,0.000555593,1.0041299318527645e-06,2.731776901616354e-07,2.621050865624133e-06,3.4073661253113723e-06,0.4855039118900468,47.5,52.5,90,82.5
1583,4.710296297449123e-05,0.049232516,0.087417989,0.216642146,0.1448147275869279,0.000795005,0.031617462,0.000435879,7.686997728915462e-07,2.088689181926276e-07,2.0773074886017157e-06,2.7004997351822305e-06,0.4689914181322722,47.5,52.5,97.5,90
1584,3.132861032926481e-05,0.043992173,0.08768569,0.1846806248189147,0.1349336535389838,0.001956018,0.032837321,0.000287951,5.184512459905764e-07,1.406352031880515e-07,1.7271435137255129e-06,2.2452865678431662e-06,0.5135906076602222,47.5,52.5,105,97.5
1585,4.514624270177198e-05,0.030530047,0.1091186854372019,0.1882334777613804,0.1574619576781951,0.00164446,0.030711185,0.000395348,6.14951193493349e-07,1.6689714708656033e-07,4.467963474037026e-07,5.808352516248133e-07,0.4818578843083688,47.5,52.5,112.5,105
1586,2.288606826110784e-05,0.027230391,0.08441324,0.1839804554518461,0.1436787967821526,0.002783435,0.033037052,0.000401616,6.645423803617417e-07,1.8053074932707397e-07,1.820241431817213e-06,2.366313861362377e-06,0.5244470965489787,47.5,52.5,120,112.5
1587,2.2639325483416675e-05,0.04285328,0.084754291,0.1872148996579441,0.1445486023152593,0.001629281,0.031278453,0.000243538,6.443467276110719e-07,1.749885888484466e-07,2.179021727600493e-06,2.832728245880641e-06,0.5074491836695623,47.5,52.5,127.5,120
1588,2.834406708975166e-05,0.035382239,0.078034227,0.1881796213442504,0.1683001485909714,0.002281386,0.033268396,0.000360738,6.556819868390731e-07,1.7807669151863857e-07,1.7373616422071477e-06,2.2585701348692923e-06,0.4941600715290051,47.5,52.5,135,127.5
1589,2.646794678473632e-05,0.027586041,0.08883572,0.1867336065092847,0.1529822970453887,0.002599899,0.037800653,0.000387669,6.073086355525071e-07,1.648650515843344e-07,1.5858763412365803e-06,2.0616392436075547e-06,0.5030432274143135,47.5,52.5,142.5,135
1590,5.6867937535646064e-05,0.032077973,0.097846257,0.2233501700512141,0.1510424070910341,0.001832886,0.035601288,0.00035466,6.675158984895883e-07,1.812203748916468e-07,1.024067520077211e-06,1.3312877761003742e-06,0.4578342868380238,47.5,52.5,150,142.5
1591,6.401363049271798e-05,0.028168598,0.087516626,0.1909254263831907,0.1640300313427547,0.002429038,0.035044884,0.000308062,3.6854901796960426e-07,9.968300798981016e-08,8.941985309422778e-07,1.1624580902249608e-06,0.4915107965903993,47.5,52.5,157.5,150
1592,4.140213931460854e-05,0.02359164,0.092439151,0.1929641613138306,0.1659103360726112,0.000840717,0.033430624,0.00033775,4.070068809423232e-07,1.1016770061069753e-07,8.002922081950516e-07,1.040379870653567e-06,0.4904418612350745,47.5,52.5,165,157.5
1593,5.264077964521547e-05,0.041636951,0.1082720126568524,0.188903039,0.1622027010734252,0.001041779,0.030121504,0.000230881,6.556937776502504e-07,1.7800133874854638e-07,1.0497037510065355e-06,1.3646148763084966e-06,0.4675352419866119,47.5,52.5,172.5,165
1594,5.751861986716029e-05,0.012146607,0.1062080908474715,0.181495819,0.1485924992046042,0.001619616,0.030060931,0.000416659,4.647049051650241e-07,1.2595096528036644e-07,6.22628460774769e-07,8.094169990071998e-07,0.5194002357288483,47.5,52.5,180,172.5
1595,5.901041004905936e-05,0.026375018,0.088071891,0.1989026969779398,0.1459250954634368,0.002013432,0.034146504,0.000187244,6.392696745904898e-07,1.735722644824338e-07,1.2452864227262895e-06,1.6188723495441766e-06,0.5043154317246603,52.5,57.5,-172,-180
1596,6.523009084855184e-05,0.027137516,0.092096268,0.2180929404967948,0.1492369665079064,0.00079893,0.035402143,0.000189264,4.982584213213274e-07,1.3502297143685714e-07,6.143110994769139e-07,7.986044293199883e-07,0.4769786966353606,52.5,57.5,-164,-172
1597,5.247294878837649e-05,0.026217606,0.086045491,0.207752146,0.1492788019543239,0.003259754,0.031582192,0.000146418,4.248319028256122e-07,1.1501288181031713e-07,5.271624444982895e-07,6.853111778477765e-07,0.4956633656969769,52.5,57.5,-156,-164
1598,5.3891796345980304e-05,0.036413127,0.082684972,0.2007883511961257,0.1516244425590643,0.002604147,0.033232313,0.000248205,4.125722017504635e-07,1.1167497244656641e-07,3.8307612851952003e-07,4.979989670753761e-07,0.4923491456639091,52.5,57.5,-148,-156
1599,4.891691036426691e-05,0.021977358,0.098115949,0.1957471307032677,0.1696794281610961,0.001209383,0.025561857,0.00029737,4.669244035800118e-07,1.2650547245247393e-07,6.398683802893882e-07,8.318288943762047e-07,0.4873605427242116,52.5,57.5,-140,-148
1600,8.380857152256451e-05,0.033736473,0.1130609928071478,0.2001747187451418,0.1493993890312888,0.001332406,0.030719261,0.000379653,4.596982080747468e-07,1.244876907587235e-07,2.1192137964105897e-08,2.7549779353337664e-08,0.4711126653954555,52.5,57.5,-132,-140
1601,5.826703100915189e-05,0.014695347,0.097092389,0.1826097810692006,0.1474272286293977,0.002213804,0.027796653,0.000334984,4.554802720673297e-07,1.2345973531826168e-07,5.23115238802561e-08,6.800498104433294e-08,0.5277708469178952,52.5,57.5,-124,-132
1602,5.4875352710826175e-05,0.024256795,0.098043546,0.1980053550486166,0.1729760862245754,3.38840198488187e-05,0.032214679,0.000296687,8.411828325922493e-07,2.2867845283987687e-07,7.050059655580768e-07,9.165077552255002e-07,0.474115401,52.5,57.5,-116,-124
1603,6.614510137547709e-05,0.040824874,0.095057572,0.1919349909386299,0.1753674478083591,0.001174509,0.031021608,0.000440569,9.454264297656488e-07,2.571319633040255e-07,1.418955836642609e-06,1.844642587635392e-06,0.4641078183554908,52.5,57.5,-108,-116
